Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
8679844022.618744,511.0806194034807,28535.144978995624,8242088713.346978,0.7467058392122455,14387.211543260397,6026145996.340377,511.2388038104773,25562.208250323125,blues
5015000920.706889,509.7992236772516,16785.12642631305,5325722211.859692,2.186973160856627,11396.619652154512,3440044331.5092025,510.4351709600618,14840.242081193272,blues
14585729085.419804,511.7911866627045,38692.03751217346,10078483978.361534,0.1879983291526642,17690.90873243447,12324376996.53476,511.8396735591526,37101.95167159636,blues
11511595517.18883,511.74379417106593,19258.842116999334,12832565314.39257,0.2247923158648185,11801.788540663762,6650691980.71723,511.8033479093748,17441.589623282674,blues
4656998189.81931,511.6972805626437,21131.651403369007,5572260060.467644,0.3325510298363282,13900.320122074463,2691767027.2899504,511.7873260510542,17825.71011760553,blues
6412059643.197967,511.452833939914,22447.09049825169,10528962298.899143,0.7769394272777274,17826.042890463046,3705708432.621484,511.66987038624535,17985.101845123652,blues
12516539888.248615,511.8041672633405,26055.49101434349,17451040952.09937,0.3976758575242696,22385.40297862699,5841414589.679337,511.8840199196314,19176.432144220307,blues
10000180319.607334,511.3260207269797,24147.66406756989,13048951309.976374,0.7744793235945091,19433.60873641205,5140335371.459911,511.5642932746109,18626.336599252714,blues
9515375162.63729,511.8433271894425,28077.538470370317,6581964920.870148,0.1375115394737558,12765.396714778057,7714675234.316618,511.8796539049585,25785.76861990381,blues
4804288690.47757,509.0917443210405,15467.76549104812,7506224142.5717745,3.616183502696274,12716.878842736203,1363443399.4324272,510.5701408391084,11148.075321807624,blues
12853808786.339684,511.29427842866414,24677.452771271277,18910337067.95685,0.8704939015712785,18252.7143082618,6690714063.124439,511.5473069074897,20228.82120847915,blues
2993552414.313148,511.7080017118424,8362.712155170002,4433451543.880638,0.2684562166058374,6642.402949609955,1201259662.0393767,511.7949113447614,6784.543993235993,blues
7966052867.7468,510.1781549071823,18258.91972562816,9157360086.4005,2.3229520071444907,11132.740897775608,4120674559.717989,510.9617942399706,16331.471678621372,blues
7444157537.471132,509.4190480116868,15659.767563585709,10437176198.867496,2.5566613001901115,7927.516689776439,3484356863.109996,510.1351835780093,13946.48724709298,blues
3135844752.319072,504.7607067980002,9469.786309283058,5599242111.118071,8.207829623791362,9450.983500721231,802342967.4266639,508.0953723893413,5455.944438032111,blues
4072685067.336921,509.5390600086982,12690.368951133756,7382029141.88734,2.9651430415026616,9490.519170221218,1707950984.8450909,510.5495088823869,9639.04678125784,blues
3993401403.7060575,508.8476088198416,13412.267238405746,5558472410.722758,3.608183712775104,10384.075893033882,1691614671.282784,510.2175847897848,9986.773831382634,blues
4771970138.871824,507.80416957062914,14179.20520049515,5810204751.621102,4.68653283031119,9087.084479496789,2505095167.6463647,509.4142110912019,11565.58261154457,blues
4093292282.3139257,508.49987373150753,11040.469521296547,7193248228.053874,3.627596055255839,7412.471607942767,1789843419.1603017,509.7607158833157,9171.672983711964,blues
5272075589.854335,509.180891315588,14608.430971628257,6778004276.384586,3.0379309648570567,10307.587646879045,2700153102.994389,510.1902626067982,11311.3518344252,blues
3588744100.77699,509.56025160741297,11981.42858105922,6356226144.888959,2.3860324588992805,8995.547826873615,1267025774.8483694,510.2528897938271,9034.71213343462,blues
5936774217.45948,508.5813913080224,14373.640850601589,7487532623.44084,3.8157882216526895,11103.114517939654,3213425249.5996847,509.79370353309247,10363.758864995469,blues
7205506717.502517,508.14715450714914,17355.641378696557,9345096644.750046,4.09302929884682,12233.205656892114,4043891544.492523,509.5820348426439,13680.409698700156,blues
6131261169.3285885,509.79321869521146,16463.190237187922,7867958208.485083,2.680578982312644,12151.360752418985,2810141265.4675007,510.7338278211408,12817.690633463908,blues
4416927250.131961,508.06887725104247,12381.874881934573,5917796609.864517,4.871215587901459,9756.040460180757,2588943935.4060297,509.7984800929663,9856.50313873003,blues
4844262713.392832,506.942633151028,13464.829243482833,8297964069.713901,5.109591569753347,8799.293120952058,2005400944.3180027,508.50000978756265,10593.116200588582,blues
5138887739.86913,507.47257919582125,10307.184428842478,14988844646.899445,5.834455869829911,8938.735842288354,1057969432.5266092,509.7820640787619,7121.41291761188,blues
4955707919.588394,510.5704640835716,15481.721992230345,5193520659.235036,1.9257721776258696,8507.219818112195,3176723173.43616,511.2492718689915,13913.475130539848,blues
6161358728.966643,509.81345928510376,14504.00446750816,9588626879.245165,2.793033083200164,11654.153671846176,2810021882.690261,510.81014362486513,11166.123646170014,blues
8928673701.389048,511.7860850456132,15917.735321039425,10673026723.072325,0.2068438096369918,10012.6689823808,4916432163.940351,511.84427880127,13434.260848303536,blues
14080612827.960352,511.8128302128771,21490.37241212081,11639813186.21394,0.1563656938723187,8573.024301282128,11351506896.09648,511.850503551599,19852.631582107824,blues
11421917362.503117,511.7915412122577,18524.427119257733,9665219260.71734,0.1659527488465023,7731.86899059459,8730005610.08442,511.8243665355802,17412.160655530683,blues
6199817636.175841,511.7526147051285,11644.15910259829,7686972571.810817,0.2575393919980001,8534.403521899554,2964056809.5489216,511.8386470192711,9211.202443552136,blues
8694777955.606749,511.80048295639534,17235.75531735721,7113919554.28226,0.1749953520173623,7997.820371416732,6579742221.804703,511.8505826145408,15680.869540601589,blues
9533245872.101871,511.8048392519319,18059.38465092114,8415416171.54872,0.1745119703222157,9861.953244064138,7082263361.582754,511.85113711921286,16136.739417415563,blues
14734467089.81968,511.8202917272998,25056.3196672206,11492936581.473282,0.1476226256229765,9720.287406792417,12104951523.915588,511.85738851426055,24161.033617675643,blues
19096413974.40522,511.81444071444565,23682.589371539325,14979847649.41523,0.1629984175100322,10321.148705507543,16177852405.808155,511.8545378696104,21890.86006910054,blues
3064709979.0145965,511.74263849441775,7747.645256243237,5204161481.374062,0.2706512098670763,6219.565586652545,1148675847.741908,511.8367225225223,6029.251453908341,blues
14002064359.624802,511.79459556280216,22566.722622086018,11642051171.747215,0.1683883056171078,10234.574127354654,11269030692.263924,511.8362644106807,21630.35095086761,blues
4357225520.887224,511.7727727597772,9831.586626220327,6956340886.496846,0.2327797561306817,6996.560208828799,2258428208.298359,511.8395554632135,7776.973279468445,blues
8266252923.308467,509.8093446089996,31006.53355287689,5205282525.935273,0.8092383946189037,10821.998021924886,6730222267.715364,509.9715774956506,29541.86126997101,blues
7689472550.922252,509.7397071233686,30537.013061496426,5000815648.99873,0.8439724814990571,10625.249435617236,6143441037.596262,509.90546973299513,29373.541298263983,blues
5610343925.699674,508.9445182796016,22582.72344417107,3814385665.0285134,1.0541754534608443,8363.61883542056,4760675758.131449,509.0972488605527,21334.61905985038,blues
7640573709.009942,509.64136255907016,29899.916892660687,5450568791.280649,1.016695832814624,13723.70514042026,5727986889.6424055,509.78700603376586,26207.354140150797,blues
8404575440.682967,509.80729883222193,29950.50122440216,4689766120.068304,0.5594584392537751,8360.248846873284,7051466450.154036,509.8342354235168,28246.763404042667,blues
9913155301.418076,509.0304010332853,22574.68115357605,6840316091.975405,0.8548374588865121,5764.449715979208,8169969640.197593,509.0978780284966,21358.0046714482,blues
4963992788.22425,507.9685209292502,17857.01187604566,4583374942.413963,2.120715852669536,8123.81337530634,3781912156.043268,508.34968594446576,16304.02072914192,blues
5759874564.623188,509.00850693433256,22294.459703580684,3667495101.547912,0.8300660411891336,8008.122115687885,4914145852.331417,508.9940183193237,20225.87039369245,blues
7136104260.199011,509.6966869249292,30155.090650442056,4354185568.350017,0.9045465523109943,11243.814659876483,5746786199.1804695,509.8533305345606,27904.248142884087,blues
3648715457.139623,506.52245518062296,12213.984688324246,2220837516.232024,2.2465593996261566,5524.748017525669,3269076399.7998176,506.8904661994208,11447.491356821703,blues
16169569386.410357,511.09906390857753,39845.20686974419,13932727236.63743,1.1018412393008283,19178.52356488145,11174738994.25702,511.4906963709375,36071.84148143287,blues
17570233037.097107,511.6991556444007,48234.3886688706,10173937102.503986,0.271000776186286,14879.410828645216,15361128415.268944,511.7899929423446,45170.932949982656,blues
5600558882.933442,511.4306760094362,16785.47673049947,8763154962.586494,1.0029485963154736,14848.75103629439,3295764985.8940306,511.72603976830857,12055.322947897956,blues
13909958363.489653,511.4063455534931,42357.18620296308,12355658507.197418,0.9568771450116308,20837.67084015331,9938069564.929577,511.6944738545188,38859.8460078951,blues
19193113392.75933,511.4861874019929,49222.432793385255,14232130834.195288,0.6270303076109697,19925.98017444693,15000481334.70187,511.7023983610519,45797.239025898845,blues
12765150087.874432,511.0961530961961,35297.9519661691,13120469813.545528,1.521777784043574,17931.514764573552,8563342933.887908,511.5978910395624,32739.431502031133,blues
9694166933.467785,511.52292616477774,26071.16303885005,11944676121.034454,0.6272393447350257,17194.726716461362,6361700807.475141,511.73007798127225,21087.373005124944,blues
15011868965.748337,511.64996012248827,38951.71444127709,12499912718.081036,0.4091859984129618,19878.91634903633,11694728441.107706,511.7958886342261,35051.55695434213,blues
13607577873.537022,511.61569111907664,37368.59432968232,14038287180.226423,0.4480650061053623,21626.1028086354,8584349753.706963,511.7600607980818,32838.27579266862,blues
14484473678.710209,511.4669836276975,38928.35478906645,15884634612.957413,0.8340292033986064,19355.89180405344,8990311160.19746,511.7493479495894,35010.87081531653,blues
18359121079.83998,511.3929986278032,44895.49325819679,14457840211.939,0.7649344921028319,17681.27557219345,13587327804.512083,511.6432686431312,42689.704196402105,blues
9126385379.060526,511.3730156472732,38450.97169643232,4460897988.1852455,0.3310953764302416,11534.208230207229,8556190364.601566,511.4227325774488,38349.47933642336,blues
5283368362.658605,511.6997712787577,23081.95886418901,3354451318.047724,0.2653848119969079,9774.405910240888,4784022400.078115,511.7648599509951,21469.48620611279,blues
