Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
10193182828.771885,511.1592198485077,29714.883718567977,10611271034.150204,0.9035245782664656,18556.15186219123,6905809602.193796,511.39473131254806,25015.38244441752,disco
14140192616.375479,511.55211079345355,52600.54346156067,10664713795.130814,0.4036077303931471,17477.327356263024,10519208796.868267,511.64892335734714,52797.1385967691,disco
11641926638.065767,511.9037908586969,43061.299174529115,10490497360.204557,0.0879655339167763,13371.312527359605,8421175675.39196,511.93127064355485,42290.54158367618,disco
16855614041.75369,509.9381685143862,52920.11412608884,11189300411.079126,2.0880074016196906,22293.695106594252,14928144821.8514,510.65565509032876,52685.69296107303,disco
6724043867.284468,511.5647440216815,30881.40569019646,9788029075.381592,0.5809394617484024,15576.761329575193,3529343980.7492056,511.78979988665344,27496.336565728365,disco
19088221168.51145,511.651772144209,56016.1725994414,12205662510.298191,0.30713409402146175,18807.94210812602,16582188044.795311,511.7355965141523,55937.911105439925,disco
15892000651.499552,511.6583379715416,57929.5722132912,11338910569.181644,0.29007245847872737,15816.44879691059,13975193205.945704,511.7196883195769,58253.84209258789,disco
12635779162.370365,511.72419412995436,43749.6666161617,15266254054.693052,0.28209260298184174,23377.21496756456,7228196134.961691,511.80334280492,38313.27538939468,disco
17111680662.141071,511.4320497334128,51632.81371707442,16650271416.088514,0.620748936631521,20356.979274562833,11761592995.808195,511.6417996454877,50728.832161097074,disco
6616182003.879576,511.9460899312211,37907.080264048716,6328983796.366748,0.059765870704483935,22289.650632755893,4628435042.73808,511.9641536930898,32383.28165541223,disco
23648438569.531017,510.08719709980375,64000.33611446457,13654238896.921827,1.8380907142851255,18450.617144252534,22388892908.19908,510.6038996431852,62881.96398868537,disco
15531447881.061972,511.9394802759687,47857.85982233118,9212561636.289785,0.0672449957098182,16419.40864918407,14041343060.044312,511.96085429225593,47414.9396157298,disco
14209963765.317387,509.51869258146206,42519.30047168921,10423562454.972223,2.745707064908527,18040.746852055516,13243194179.382418,510.31027614017097,42397.557317470586,disco
13046448564.060013,511.84333220335105,50051.764633984756,10874023680.94738,0.19022225071421225,19136.32569380376,10555447494.700993,511.90581659988305,51615.486384697404,disco
12838220840.183233,511.66480385015757,52340.42842256787,7125278931.803824,0.22469033637371713,15060.237219632765,11425949183.106762,511.69593218192045,50402.80573249192,disco
20165803917.9372,511.8846193610007,50863.65613002996,11871474171.99525,0.12373367990496922,18653.912208733826,16826232817.369574,511.9196734708689,47047.96110021498,disco
18264689595.336033,511.60435405730414,51614.792587988755,11107968753.68209,0.33116131463415804,18179.71753579591,15404706154.813148,511.6802019622255,50581.54819924304,disco
7051238011.071775,511.9200294584368,28927.496237898635,11525605487.402945,0.1008861388966181,18066.21023537232,2974597163.575904,511.9567273534628,24072.11202092548,disco
