Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
9042144117.11877,511.06301551708543,27900.593187796512,9263150251.549477,0.9546433313645448,17416.35051356586,6181325656.084707,511.3573216518789,23408.73707570738,disco
12553938727.761654,511.4972042097519,49530.69359243482,9337890261.409388,0.4428541847832717,16435.816474252293,9389989500.656807,511.6264714841112,49564.82416681123,disco
10340084078.331053,511.6969633744107,40413.665043408095,9142096913.330198,0.33105095084340325,12509.953307574671,7463827861.790834,511.8079946878804,39678.49312645678,disco
14972703553.212692,509.8877916848886,49707.78846273642,9746713830.889116,2.084586399793464,20908.862118632536,13497438496.98177,510.5349796801078,49631.47390524105,disco
5984668810.717978,511.61302556030233,28963.45466904649,8550695926.478099,0.4225332577511445,14610.712565097929,3174970502.627398,511.77660138820255,25837.953966149176,disco
16932592285.530924,511.4597082057235,52605.072829818215,10712857964.392988,0.47609159746139756,17684.431278428514,14993582543.693409,511.5940543197803,52701.36843308768,disco
14152977479.67508,511.56043425526485,54386.6387383066,9869089446.313059,0.3597894450749059,14748.94549537859,12495366546.976059,511.6304135788402,54661.29392597954,disco
11237510030.306635,511.5532470613848,41167.70216969038,13420736960.713402,0.49639256164965817,21923.53852063595,6380178526.735719,511.7185119063311,36001.776345140184,disco
15243251445.812313,511.3658430924947,48545.171898914174,14711422131.676245,0.7299934020047435,19161.02289905719,10568876075.841457,511.62308335425917,47685.90541321105,disco
5879357416.48306,511.7913303272142,35703.74245931512,5550850258.840727,0.23099923911298478,20913.74129619111,4125512391.1834993,511.8747377359394,30339.54156980601,disco
21011549437.330418,510.13426039045436,60167.42095820085,11963110346.563461,1.7930619871797187,17390.23226647492,20058866168.238647,510.6476425480674,58987.80249986834,disco
13805303656.870012,511.7138269583954,45007.51273308066,8084085443.212182,0.2883019949623487,15343.34803218772,12470099919.028559,511.8133644483811,44749.88657712233,disco
12621269076.258596,509.6109236096455,39949.31506891376,9182052731.295126,2.5688871537883675,16959.951283033835,11803887878.024048,510.35980370419355,39837.3621812006,disco
11599422072.185072,511.7581947339947,47089.33857489297,9484655492.02353,0.31295140878081323,17935.172779329427,9484957029.0312,511.849546523066,48436.34287640297,disco
11416072334.988617,511.57059316628306,49117.44275455743,6249271301.119982,0.3767151262852155,14170.152000564678,10258611157.223492,511.65428452554613,47185.92088184773,disco
17934264770.05015,511.71184764966273,47629.74854221814,10415157328.42949,0.33544123055709846,17511.394038405026,15070693130.113163,511.83019597691236,43891.3186744635,disco
16232323411.56195,511.27041324868026,48402.2693278848,9658403310.22306,0.5861134099133811,17028.01533278393,13859284968.292091,511.40567641820945,47221.78733979473,disco
6249368880.548446,511.76471137440916,27190.25002619596,10040336487.338482,0.2985988111084611,16956.971636043952,2646422669.41887,511.8667527024734,22571.8194549295,disco
7951381600.508017,511.56198370736143,35260.22607664517,6866918842.809776,0.46946673817506795,18581.99965960196,6155663518.146096,511.7141898241164,32048.190572017767,disco
9025731017.453337,511.5937371062984,34846.531414646866,8351850262.841533,0.4706302474548567,22022.421106801867,6685580197.9884405,511.7326460065777,32209.53536035788,disco
5987804887.170691,511.7155423031002,27738.33107816108,3426302428.8403707,0.3171367413412593,10259.917149116181,5577734055.899712,511.82660760728544,27348.547751265214,disco
5283118919.22628,511.25286755620226,24749.331886660457,5503918394.325427,0.7173425623679445,14251.357414389026,3145298291.880557,511.50061048372,20960.260787673258,disco
8403488978.378721,511.75848128168957,35350.36536920039,11895127655.634813,0.29758917315995687,16370.679482442503,4607980416.281735,511.8624961553566,32725.05853159137,disco
12421077298.023369,511.5619140415413,49483.75458216732,7303228387.055155,0.6573858172399698,21682.479931476253,11096777962.776012,511.8234271827804,46222.34287823174,disco
8895582266.604033,511.75783061304656,33401.82979779449,12168311658.449863,0.2917849687369955,15980.934822484822,5168542834.434868,511.8622535015649,30923.062777263964,disco
5590812272.752026,511.80342107461144,22036.02779183837,7283337601.453426,0.29921151103049776,14012.715573647367,2869213431.228417,511.9195200074302,19369.242060768775,disco
8084616770.201153,511.64317824667717,35393.8656998788,5045474466.193121,0.46576613219071417,14012.088278534258,7081727097.231977,511.8067066195754,34532.61868966023,disco
6193304749.714853,511.1613933272367,21316.25284000546,8333008194.174879,0.9866852903260371,14937.657788218135,3596748573.410613,511.5094577807153,18016.635486486615,disco
12116767092.920965,511.70768834418845,53323.27207538599,12162642319.430042,0.31681043979363765,23100.737318843872,8529951115.738538,511.8045595843964,49625.890284522975,disco
