Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
4379941747.495152,511.54519243410743,19300.16818368293,4237912404.7412896,0.49978446577275976,10536.194938629724,2930760600.567443,511.71714546402467,18064.836960689754,reggae
3426471089.0849705,511.86489235404,14602.188815427946,5165066737.455433,0.22624465890759898,7976.5956321954845,1845984134.1488104,511.92607224993316,12692.268716288898,reggae
4332030828.864558,511.5938805532819,16605.913471798565,6428231452.966912,0.49634998607656977,11712.55661565105,2432780780.064699,511.7735275678611,13817.781837284267,reggae
4602484801.384947,511.3340121834755,15611.688271537643,5364461567.66354,0.9363837788252217,10452.53119470645,3591776765.5580664,511.63432042730136,13605.907042760287,reggae
5312766773.483234,511.37676500959947,18590.28499802487,6497878740.88143,1.2916328355102267,12451.07852368692,3534071411.506196,511.7284480250573,16237.785972079273,reggae
5201690834.99305,511.790268283182,18232.87559643179,4883348621.334396,0.25853853207018007,11394.421770648507,3973979925.2552967,511.87345955182303,16507.3358526038,reggae
5635005806.889861,511.69912236688714,16043.122534684408,5673317841.75439,0.36362203028621004,8094.384699553034,3620935029.0021634,511.8247296252444,14961.757939755276,reggae
4006439255.5673428,511.68659022514106,15789.12625050022,4444547910.580793,0.36613964872340105,9504.157187132185,3090816300.3316054,511.80949881956633,14063.936522514945,reggae
5176711762.496676,511.69228177291535,16839.791494865076,5213725969.591413,0.3573708900307046,9904.33150236299,3906012701.4092703,511.82248170536667,14956.307430338471,reggae
3877995855.829153,511.080684130088,12950.174644551855,4582122511.232858,1.1693489726913877,9028.697348967396,2696090717.174449,511.5270197373455,11251.404945489241,reggae
2290504135.787066,511.9433817269091,11892.237766188822,3405110160.7517548,0.061952570461706866,8473.267194006852,985191945.4941611,511.9621614156178,9781.956535521073,reggae
3297660581.5544467,510.5861782211449,13943.789939767856,4496112051.955943,2.1078946113733394,10360.07465852635,1539616024.869157,511.3037876574967,10878.300997037117,reggae
3153602540.8193436,511.5620314574982,14543.294632200314,4162666221.5977836,0.49990389844995864,9330.156354516224,1623905815.1527517,511.7320250738654,12590.756688241298,reggae
6103083528.13847,511.52497186143955,16634.326560415844,6517466109.249178,0.6068092188189451,10751.330462522663,4363166507.533984,511.71577504190236,14733.993993078984,reggae
6918591089.311439,506.35740626386394,16812.04522992107,7993556291.889722,7.266018954504627,12590.621142704642,4577145897.562156,508.2478934902853,14708.058673622174,reggae
8400134493.722563,509.1478972513387,22567.871859504314,9298684417.481855,2.2117748994690336,12693.072819170418,5246373666.958952,509.7441315336193,19988.057412221693,reggae
15136846220.121876,509.73136222214026,41106.518618614915,10019951820.475533,1.412195364200271,19892.544576172375,12310827556.154715,510.11254330700683,37803.71015087262,reggae
9524313210.922808,509.67259461773267,23727.07810612036,9612115865.667397,2.4879989424876,12932.41043275681,7465535331.276564,510.30636510421004,21389.62314000012,reggae
5869904125.735063,508.17592770517336,19166.26348405384,7893328294.525963,2.5739017555978245,11840.987684108273,3914308833.8920603,508.7915535844956,16447.055671733968,reggae
9880737935.605375,509.0775227670274,21946.119020840953,10978763036.159964,4.094045613024985,13742.650746833982,7555501070.773308,510.3578988790369,19608.606391522502,reggae
9204805998.394009,508.0601671913918,21319.615434982792,7896158412.059398,3.825061013521469,12916.514019497277,7710229426.53991,509.1525765750561,19004.856068606023,reggae
11556019606.076794,509.24617330389833,33377.36203645436,12288558623.269987,2.858386695826463,12664.487752481822,8669041542.96393,510.0570164921896,32092.092287980537,reggae
14581077759.024221,510.3189114885274,36326.27805435943,9519772919.677826,1.432527945642875,17429.43854342762,12370262781.974403,510.69662184933514,34145.586128992014,reggae
5864277779.755228,508.4253671338373,20788.260951065633,5270580225.016905,2.8243345387137864,12609.36275485405,5301311218.146018,509.28063725272665,18134.752055757603,reggae
7505675725.408703,509.4409931106873,21432.85478655891,9239851564.319717,2.5341178945724843,14214.11639700409,5844532198.379683,510.17407074486584,18533.808584417144,reggae
7867715109.285422,509.2885592893509,21509.22524814558,9182607482.893084,3.8306490231606185,14127.343109022762,6448844040.958794,510.29998138801756,17983.011812954715,reggae
8827803885.435873,509.6435521175934,22536.543448007156,8761092834.56867,2.463442760987882,14720.576669867756,6761079636.047794,510.3498030573925,18951.512825746486,reggae
8933001195.554132,507.4968742221869,19740.571286120154,13586052155.71384,5.048564278410133,14394.02049550735,4549450460.100361,509.19367951848363,16109.671406339188,reggae
2834303049.661676,511.46241067270546,10648.65302427404,3939626267.103135,0.8233334579936272,9031.257772579127,1733583609.5399647,511.7035344235567,8460.341258392706,reggae
5180938763.535879,511.6389195428073,15412.227315105532,7025776005.019527,0.4108681179235509,10930.877225455164,3554202499.9755416,511.7937366656637,12410.464769313307,reggae
